group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
8,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes | B.in:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,(none),max=0.00 | missing: AB.input,Missing,INTENDED
8,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth | B.out:dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,,(none),max=0.00 | missing: AB.output,Missing,INTENDED
8,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,hourly to daily,hourly to daily,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
8,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,3d,3d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED
8,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED
8,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"built-in checks for cfl violations, nans, restarts",handled through coupling layer with nemo,,Both A and B or AB canonical required.,Match,INTENDED
8,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile with provided scripts, run using namelist config files","activated through nemo's namelist, tracer definitions",,At least one side must provide.,Match,INTENDED
8,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,,Loose requires at least one side (or AB) to declare this.,Match,INTENDED
8,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,"consistent grid, timestep with planktom10","same timestep, grid as nemo",,Loose requires at least one side (or AB) to declare this.,Match,INTENDED
8,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED
8,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED
8,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,"physical state variables passed each timestep to planktom10, optional feedbacks received","receives physical fields each timestep from nemo, returns bio-optical, gas flux feedbacks",,Loose requires at least one declaration of synchronization.,Match,INTENDED
8,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran 90,fortran 90,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED
8,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED
8,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"validated via reference configurations; compared against climatologies, observations",,,A provides metadata,Match,INTENDED
8,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,"tested against standalone runs, dms data; validated against climatology, in-situ measurements",,,B provides metadata,Match,INTENDED
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED
8,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc system,same as nemo,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED
8,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v3.3,2010,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED
8,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED
8,License Incompatibility,license,Loose,Pattern-graded requirement,cecill,cecill,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED
8,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,A provides landing page,Match,INTENDED
8,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,B provides landing page,Match,INTENDED
8,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"nemo ocean circulation model; madec, g.","planktom10 biogeochemical model; vogt, m.","integrated nemo-planktom10 ocean biogeochemical model; vogt, m.","A→AB:0.20 (covered: nemo) | B→AB:0.60 (covered: biogeochemical, planktom10, vogt) | A∪B→AB:0.80 (covered: biogeochemical, nemo, planktom10, vogt) | uncovered_AB: integrated",Match,INTEGRATED
8,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,v3.3; 2010,2010; v3.3,v3.3,A==AB:×; B==AB:×,Mismatch,INTEGRATED
8,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a 3d ocean general circulation model simulating currents, mixing, sea ice, thermohaline structures, surface fluxes, providing the physical environment for biogeochemical modules such as planktom10.; initial, boundary conditions for ocean state variables, optionally, biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes","a 3d marine biogeochemical model simulating plankton dynamics, nutrient cycles, dimethylsulphide dms production, coupled online with nemo to use its physical state variables.; physical ocean state variables from nemo; physical drivers for biogeochemistry","an integrated ocean modeling system combining the nemo physical circulation model with the planktom10 marine biogeochemical model. simulates physical ocean dynamics, dimethylsulphide dms production / emissions using interactive coupling.","A→AB:0.21 (covered: biogeochemical, circulation, physical, planktom10) | B→AB:0.42 (covered: biogeochemical, dimethylsulphide, dms, dynamics, marine, nemo, physical, production) | A∪B→AB:0.53 (covered: biogeochemical, circulation, dimethylsulphide, dms, dynamics, marine, nemo, physical, planktom10, production) | uncovered_AB: combining, coupling, emissions, integrated, interactive, modeling, simulates, system, using",Match,INTEGRATED
8,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,ocean circulation; hydrodynamics; sea ice; nemo; climate modeling,biogeochemistry; dimethylsulphide; plankton; marine ecosystem; carbon cycle,ocean biogeochemistry; coupled modeling; dimethylsulphide; climate modeling; nemo; planktom10,"A→AB:0.50 (covered: climate, modeling, nemo) | B→AB:0.33 (covered: biogeochemistry, dimethylsulphide) | A∪B→AB:0.83 (covered: biogeochemistry, climate, dimethylsulphide, modeling, nemo) | uncovered_AB: planktom10",Match,INTEGRATED
8,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTEGRATED
8,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,"global, regional ocean domains",global marine ecosystems,"global ocean, marine ecosystems","A→AB:0.33 (covered: global) | B→AB:1.00 (covered: ecosystems, global, marine) | A∪B→AB:1.00 (covered: ecosystems, global, marine) | uncovered_AB: —",Match,INTEGRATED
8,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate physical ocean properties, dynamics; 3d structured grid, hydrostatic approximation",simulate ocean biogeochemical processes including dms production; online coupled to physical ocean model,"simulate coupled physical, biogeochemical ocean processes including dms cycling; online coupling of hydrodynamics, ecological tracers; loose coupling","A→AB:0.15 (covered: physical, simulate) | B→AB:0.54 (covered: biogeochemical, dms, including, online, physical, processes, simulate) | A∪B→AB:0.54 (covered: biogeochemical, dms, including, online, physical, processes, simulate) | uncovered_AB: coupling, cycling, ecological, hydrodynamics, loose, tracers",Match,INTEGRATED
8,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"hydrostatic, boussinesq approximations; finite-difference discretization; fixed bathymetry","stoichiometric phytoplankton growth; temperature, light-dependent production rates; multiple plankton functional types","dynamic tracer exchange; dms production is influenced by plankton, light; no feedback from atmosphere modeled in this setup","A→AB:0.00 (covered: —) | B→AB:0.21 (covered: light, plankton, production) | A∪B→AB:0.21 (covered: light, plankton, production) | uncovered_AB: atmosphere, dms, dynamic, feedback, influenced, is, modeled, no, setup, this, tracer",Mismatch,INTEGRATED
8,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"madec et al., 2008; vogt et al., 2010","vogt et al., 2010",,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"madec, g.; lead model developer","vogt, m.; ecological model developer",,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"validated in cmip, regional configurations",represents known seasonal dms production patterns,,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"ocean reanalysis datasets, argo, satellite data","in situ, satellite dms, chlorophyll data",,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"comparison to reanalysis, observational datasets",compared with global dms climatologies,,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,tunable through parameter sets,run with varying biological parameters,,Both provide metadata.,Match,INTEGRATED
8,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,ensemble simulations supported,scenario-based dms flux uncertainty,,Both provide metadata.,Match,INTEGRATED
8,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth,temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,temperature t ↔ temperature t (1.00); salinity s ↔ salinity s (1.00); 3d velocities u ↔ 3d velocities u (1.00); v ↔ v (1.00); w ↔ w (1.00); mixed layer depth mld ↔ mixed layer depth mld (1.00); sea ice cover / thickness ↔ sea ice cover / thickness (1.00); shortwave radiation at depth ↔ shortwave radiation at depth (1.00),Match,INTEGRATED
8,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes,,bio-induced heat absorption profile qbio ↔ heat (0.90),Match,INTEGRATED
8,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes | B.in:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED
8,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth | B.out:dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,,temperature; salinity; dms; chlorophyll; nutrients,max=0.23,Match,INTEGRATED
8,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,hourly to daily,hourly to daily,hourly to daily,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTEGRATED
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,multi-year,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,"shared grid from nemo e.g., 1° or 1 / 4°",A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,global ocean,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,3d,3d,3d,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTEGRATED
8,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED
8,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"built-in checks for cfl violations, nans, restarts",handled through coupling layer with nemo,handled via nemo tracer integration controls,Both A and B or AB canonical required.,Match,INTEGRATED
8,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile with provided scripts, run using namelist config files","activated through nemo's namelist, tracer definitions",,At least one side must provide.,Match,INTEGRATED
8,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,true,Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
8,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,"consistent grid, timestep with planktom10","same timestep, grid as nemo","shared timestep, vertical grid",Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
8,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED
8,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,tightly coupled,Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
8,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,"physical state variables passed each timestep to planktom10, optional feedbacks received","receives physical fields each timestep from nemo, returns bio-optical, gas flux feedbacks",tracer exchange at each timestep,Loose requires at least one declaration of synchronization.,Match,INTEGRATED
8,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran 90,fortran 90,fortran 90,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED
8,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTEGRATED
8,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"validated via reference configurations; compared against climatologies, observations",,,A provides metadata,Match,INTEGRATED
8,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,"tested against standalone runs, dms data; validated against climatology, in-situ measurements",,,B provides metadata,Match,INTEGRATED
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,nemo compiled with planktom10 tracer package,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED
8,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc system,same as nemo,hpc recommended for global runs,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED
8,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v3.3,2010,v3.3,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED
8,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED
8,License Incompatibility,license,Loose,Pattern-graded requirement,cecill,cecill,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED
8,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,A provides landing page,Match,INTEGRATED
8,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.nemo-ocean.eu",,,B provides landing page,Match,INTEGRATED
9,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,"canadian atmospheric model version 4 canam4; fyfe, j.c.","ncar community ocean model version 1.3 ncom1.3; fyfe, j.c.",intended coupled atmosphere-ocean climate modeling framework,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: atmosphere, climate, modeling",Mismatch,INTENDED
9,Semantic Mismatch,Model Version,Integrated,Coverage vs AB,v4; v1.3,v1.3; v4,,AB value missing.,Missing,INTENDED
9,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a spectral atmospheric general circulation model used in the canesm2 earth system model. simulates atmospheric processes including radiation, cloud physics, dynamics.; ocean surface state used for lower boundary conditions sst, sic, sith, currents, ssh provided via the canesm2 internal coupler; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler","a 3d ocean general circulation model that simulates ocean currents, temperature, salinity, mixing. coupled with canam4 in the canesm2 system.; atmospheric surface fluxes, pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler","a generic metadata template for developing coupled climate models combining atmospheric, ocean circulation components with embedded biogeochemistry. suitable for exploring feedbacks between aerosol forcing, radiative processes, nutrient cycles, ocean heat transport.","A→AB:0.14 (covered: atmospheric, circulation, processes) | B→AB:0.14 (covered: atmospheric, circulation, forcing) | A∪B→AB:0.18 (covered: atmospheric, circulation, forcing, processes) | uncovered_AB: aerosol, between, biogeochemistry, climate, combining, cycles, developing, embedded, exploring, feedbacks, generic, heat, metadata, nutrient, radiative, suitable, template, transport",Mismatch,INTENDED
9,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,atmospheric model; radiation; cloud processes; spectral gcm; climate modeling,ocean model; ogcm; climate model; canesm2; marine processes,coupled modeling; climate feedbacks; atmosphere-ocean interactions; earth system,"A→AB:0.29 (covered: climate, modeling) | B→AB:0.14 (covered: climate) | A∪B→AB:0.29 (covered: climate, modeling) | uncovered_AB: atmosphere, earth, feedbacks, interactions, system",Mismatch,INTENDED
9,Semantic Mismatch,Model Type,Integrated,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED
9,Semantic Mismatch,Scope,Integrated,Coverage vs AB,"global atmospheric dynamics, climate",global ocean circulation,,AB value missing.,Missing,INTENDED
9,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, energy balance in earth system models; spectral dynamical core with physical parameterizations",simulate oceanic processes for coupled climate modeling; grid-based ocean gcm with vertical mixing schemes,"enable co-evolution of atmospheric, oceanic, biogeochemical states in climate scenarios; modular agcm + ogcm + bgc with coupling interface; integrated coupling","A→AB:0.06 (covered: atmospheric) | B→AB:0.12 (covered: climate, oceanic) | A∪B→AB:0.19 (covered: atmospheric, climate, oceanic) | uncovered_AB: agcm, bgc, biogeochemical, co, coupling, enable, evolution, integrated, interface, modular, ogcm, scenarios, states",Mismatch,INTENDED
9,Semantic Mismatch,Assumptions,Integrated,Coverage vs AB,"hydrostatic balance; spherical harmonics basis for spectral core; radiative forcing from ghgs, aerosols","boussinesq, hydrostatic approximations; no tides or coastal detail in standard runs",,AB value missing.,Missing,INTENDED
9,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,"fyfe et al., 2013","fyfe et al., 2013",,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,"fyfe, j.c.; modeling, climate simulation","fyfe, j.c.; coupled modeling",,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"extensively used in cmip5, canesm2",used in canesm2 cmip5 runs,,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,tuned to reproduce observed climatology,"tuned using ocean reanalysis, climatology",,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,"validated against era-interim, satellite data","tested with observed ocean heat content, sea surface temp",,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,supported via parameter ensemble experiments,enabled via coupled perturbations,,Both provide metadata.,Match,INTENDED
9,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,scenario-based exploration,long-term variability under forcing scenarios,,Both provide metadata.,Match,INTENDED
9,Data Schema Mismatch,Direction (any),Integrated,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional,B.out:sea surface temperature sst; sea surface salinity sss; ocean surface currents u_ocean; v_ocean; sea surface height ssh; sea ice concentration sic; sea ice thickness sith,,A2B:✓; B2A:✓,Match,INTENDED
9,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea surface temperature sst; sea surface salinity sss optional; sea ice concentration sic; sea ice thickness sith optional; ocean surface currents u_ocean; v_ocean; sea surface height ssh optional; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler; ocean surface state used for lower boundary conditions sst; sic; sith; currents; ssh provided via the canesm2 internal coupler | B.in:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler; atmospheric surface fluxes; pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler,,(none),max=0.00 | missing: AB.input,Missing,INTENDED
9,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional | B.out:sea surface temperature sst; sea surface salinity sss; ocean surface currents u_ocean; v_ocean; sea surface height ssh; sea ice concentration sic; sea ice thickness sith,,(none),max=0.00 | missing: AB.output,Missing,INTENDED
9,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically,30 min to 1 hr,hourly to daily,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
9,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically,multi-decadal,multi-decadal,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED
9,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically,t63 ~2.8° x 2.8°,"1.4° x 1.4°, 40 vertical levels",,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
9,Spatial Coverage Mismatch,spatial_extent_coverage,Integrated,Common exchanged variables align semantically,global atmosphere,global ocean,,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTENDED
9,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically,3d,3d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED
9,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED
9,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,failsafes for model divergence,"tracer checks, restart systems",,A and B present; AB not provided.,Match,INTENDED
9,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,configured via canesm2 experiment setup,run as component of canesm2,,Both A and B must provide.,Match,INTENDED
9,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,true,true,,Both sides present.,Match,INTENDED
9,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"coupling timestep aligned with ocean e.g., hourly-6-hourly , conservative flux remapping, synchronized calendars","consistent coupling timestep, conservative flux coupling, identical calendars / time-bases","coupler mediates conservative remapping, aligned coupling interval, consistent calendars, masks",Integrated expects explicit sync/latency cues.,Mismatch,INTENDED
9,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTENDED
9,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,exchange each coupling step via canesm2 internal coupler,exchange each coupling step via canesm2 internal coupler,exchange at defined coupling steps via canesm2 internal coupler,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED
9,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"fluxes atm→ocn sent, surface state ocn→atm received through coupler with grid remapping","ocean surface state ocn→atm , fluxes atm→ocn exchanged through the coupler with remapping, masking","atmosphere provides surface fluxes stress, heat, freshwater, radiation to ocean, ocean returns surface state sst, sic, currents, ssh to atmosphere",Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTENDED
9,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran,,A↔B token-sim=1.00 (> 0.50),Match,INTENDED
9,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED
9,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED
9,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,tested via cmip protocols; compared against reanalysis data,,,A provides metadata,Match,INTENDED
9,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,validated with earth system output; compared with reanalysis ocean datasets,,,B provides metadata,Match,INTENDED
9,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",coupled into canesm2,,A↔B token-sim=0.00 (> 0.50),Mismatch,INTENDED
9,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,hpc cluster required,hpc required,,A↔B token-sim=0.67 (> 0.50),Match,INTENDED
9,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,v4,v1.3,,Not equal.,Mismatch,INTENDED
9,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED
9,License Incompatibility,license,Integrated,Pattern-graded requirement,institutional cccr / cccma,institutional cccr,,A↔B token-sim=0.67 (> 0.50),Match,INTENDED
9,Landing Page Gap,landing_page (A),Integrated,Presence required,"https, / / climate-modelling.canada.ca / climatemodels / canesm2 /",,,A provides landing page,Match,INTENDED
9,Landing Page Gap,landing_page (B),Integrated,Presence required,"https, / / climate-modelling.canada.ca /",,,B provides landing page,Match,INTENDED
